t,phase,height,err,pwr,gps,x,z,ex,ez,vxw,vzw,hdg,rawhdg,mothdg,tp,tr,p,r,vx,vy,sched,fwdRaw,latRaw,vrtRaw,fwdH,latH,energy,fuel,sat,yerr,yrate,ydem,athr,amax,vv
0.00,climb,68.50,181.50,0.398,1,-1.1,-0.7,1.1,1200.7,0.00,0.00,100,100,-1,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1,-1,0,0,-0.0,0.00,0.398,0.398,0.00
0.10,climb,68.50,181.50,0.663,1,-1.1,-0.7,1.1,1200.7,-0.00,0.00,100,100,-1,0.0,0.0,0.0,0.0,-0.00,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,-1,-1,0,0,-0.4,0.00,0.663,0.663,0.00
0.20,climb,68.50,181.50,0.938,1,-1.1,-0.7,1.1,1200.7,0.00,-0.00,100,100,-1,0.0,0.0,0.0,0.0,0.00,-0.00,0.00,0.00,0.00,0.00,-0.00,0.00,-1,-1,0,0,0.0,0.01,0.938,0.938,0.00
0.30,climb,68.50,181.50,1.000,1,-1.1,-0.7,1.1,1200.7,-0.00,0.00,100,100,-1,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,-1,-1,1,-0,0.0,-0.00,1.000,1.000,0.00
0.40,climb,68.57,181.43,1.000,1,-1.1,-0.7,1.1,1200.7,-0.00,0.00,100,100,-1,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,58,-1,1,-0,0.0,-0.00,1.000,1.000,0.35
0.50,climb,68.81,181.19,1.000,1,-1.1,-0.7,1.1,1200.7,-0.00,0.00,100,100,-1,0.0,0.0,0.1,0.1,0.01,0.01,0.00,0.00,0.00,0.00,-0.00,0.00,58,-1,1,-0,0.0,-0.00,1.000,1.000,1.84
0.60,climb,69.74,180.26,1.000,1,-1.1,-0.7,1.1,1200.7,-0.02,0.01,100,100,-1,0.0,0.0,0.2,0.2,0.01,0.02,0.00,0.00,0.00,0.00,-0.00,0.00,58,-1,1,-0,0.0,-0.00,1.000,1.000,4.44
0.70,climb,70.23,179.77,1.000,1,-1.1,-0.7,1.1,1200.7,-0.02,0.01,100,100,-1,0.0,0.0,0.3,0.3,0.02,0.02,0.00,0.00,0.00,0.00,-0.02,0.02,58,-1,1,-0,0.0,-0.00,1.000,1.000,8.03
0.80,climb,71.53,178.47,1.000,1,-1.1,-0.7,1.1,1200.7,-0.10,0.06,100,100,-1,0.0,0.0,0.5,0.5,0.03,0.03,0.00,0.00,0.00,0.00,-0.04,0.04,58,-1,1,-0,0.1,-0.00,1.000,1.000,11.97
0.90,climb,73.69,176.31,1.000,1,-1.1,-0.7,1.1,1200.7,-0.19,0.11,100,100,-1,0.0,0.0,0.8,0.7,0.04,0.05,0.00,0.00,0.00,0.00,-0.08,0.08,58,-1,1,-0,-0.1,-0.00,1.000,1.000,15.87
1.00,climb,75.27,174.73,1.000,1,-1.1,-0.7,1.1,1200.7,-0.19,0.11,100,100,-1,0.0,0.0,1.0,1.0,0.05,0.04,0.00,0.00,0.00,0.00,-0.16,0.14,58,-1,1,-0,-0.1,0.00,1.000,1.000,19.73
1.10,climb,77.72,172.28,1.000,1,-1.2,-0.6,1.2,1200.7,-0.61,0.36,100,100,-1,0.0,0.0,1.0,1.1,0.03,0.02,0.00,0.00,0.00,0.00,-0.33,0.27,58,-1,1,-0,-1.6,0.02,1.000,1.000,23.54
1.20,climb,80.54,169.46,1.000,1,-1.2,-0.6,1.2,1200.6,-0.61,0.36,100,100,-1,0.0,0.0,0.8,1.0,-0.00,-0.03,0.00,0.00,0.00,0.00,-0.54,0.46,58,-1,1,0,-1.6,0.03,1.000,1.000,27.30
1.30,climb,83.75,166.25,1.000,1,-1.4,-0.5,1.3,1200.6,-0.98,0.67,100,100,-1,0.0,0.0,0.3,0.7,-0.05,-0.07,0.00,0.00,0.00,0.00,-0.74,0.67,58,-1,1,0,-0.7,0.04,1.000,1.000,31.03
1.40,climb,89.25,160.75,1.000,1,-1.5,-0.5,1.4,1200.5,-0.96,0.74,100,100,-1,0.0,0.0,-0.3,0.1,-0.08,-0.09,0.00,0.00,0.00,0.00,-0.84,0.84,58,-1,1,0,0.7,0.02,1.000,1.000,34.73
1.50,climb,91.26,158.74,0.948,1,-1.5,-0.5,1.5,1200.5,-0.96,0.74,100,100,-1,0.0,0.0,-0.8,-0.5,-0.09,-0.08,0.00,0.00,0.00,0.00,-0.81,0.89,58,-1,1,0,0.7,-0.01,0.948,1.000,38.38
1.60,climb,96.68,153.32,0.739,1,-1.6,-0.3,1.6,1200.4,-0.53,0.53,100,100,-1,0.0,0.0,-1.0,-0.9,-0.07,-0.05,0.00,0.00,0.00,0.00,-0.66,0.80,58,-1,0,0,2.2,-0.03,0.739,0.784,42.00
1.70,climb,100.18,149.82,0.545,1,-1.6,-0.3,1.6,1200.3,-0.53,0.53,100,100,-1,0.0,0.0,-0.8,-0.8,-0.01,0.03,0.00,0.00,0.00,0.00,-0.42,0.62,58,-1,0,0,2.2,-0.04,0.545,0.558,45.45
1.80,climb,105.04,144.96,0.367,1,-1.7,-0.3,1.7,1200.3,-0.28,0.37,100,100,-1,0.0,0.0,-0.2,-0.4,0.07,0.09,0.00,0.00,0.00,0.00,-0.21,0.42,58,-1,0,0,2.5,-0.05,0.367,0.433,48.20
1.90,climb,110.03,139.97,0.239,1,-1.7,-0.3,1.7,1200.3,-0.13,0.26,100,100,-1,0.0,0.0,0.6,0.5,0.13,0.13,0.00,0.00,0.00,0.00,-0.08,0.28,58,-1,0,0,2.6,-0.05,0.239,0.341,49.83
2.00,climb,115.07,134.93,0.154,1,-1.7,-0.2,1.7,1200.2,-0.19,0.26,100,101,-1,0.0,0.0,1.3,1.3,0.14,0.12,0.00,0.00,0.00,0.00,-0.08,0.25,58,-1,0,0,1.6,-0.04,0.154,0.256,50.51
2.10,climb,121.33,128.67,0.097,1,-1.7,-0.2,1.7,1200.2,-0.28,0.32,100,101,-1,0.0,0.0,1.7,1.8,0.10,0.08,0.00,0.00,0.00,0.00,-0.14,0.29,58,-1,0,-0,1.3,-0.03,0.097,0.167,50.37
2.20,climb,126.25,123.75,0.079,1,-1.8,-0.2,1.7,1200.2,-0.37,0.37,100,101,-1,0.0,0.0,1.8,2.1,0.06,0.03,0.00,0.00,0.00,0.00,-0.22,0.36,58,-1,0,-0,0.9,-0.03,0.079,0.118,49.64
2.30,climb,129.86,120.14,0.085,1,-1.8,-0.2,1.8,1200.2,-0.37,0.37,100,101,-1,0.0,0.0,1.8,2.3,0.05,0.01,0.00,0.00,0.00,0.00,-0.29,0.43,58,-1,0,-0,0.9,-0.02,0.085,0.108,48.68
2.40,climb,134.59,115.41,0.091,1,-1.8,-0.1,1.8,1200.1,-0.43,0.42,101,101,-1,0.0,0.0,1.7,2.3,0.04,0.01,0.00,0.00,0.00,0.00,-0.34,0.49,58,-1,0,-0,0.6,-0.02,0.091,0.108,47.50
2.50,climb,139.18,110.82,0.102,1,-1.9,-0.0,1.9,1200.1,-0.51,0.49,101,101,-1,0.0,0.0,1.6,2.4,0.03,-0.00,0.00,0.00,0.00,0.00,-0.38,0.54,58,-1,0,-1,0.5,-0.02,0.102,0.114,46.25
2.60,climb,143.65,106.35,0.115,1,-2.0,0.0,1.9,1200.0,-0.53,0.53,101,101,-1,0.0,0.0,1.4,2.3,0.02,-0.01,0.00,0.00,0.00,0.00,-0.41,0.58,58,-1,0,-1,0.3,-0.02,0.115,0.126,44.98
2.70,climb,148.00,102.00,0.129,1,-2.0,0.0,2.0,1200.0,-0.53,0.53,101,101,-1,0.0,0.0,1.1,2.2,0.01,-0.02,0.00,0.00,0.00,0.00,-0.42,0.62,58,-1,0,-1,0.3,-0.02,0.129,0.140,43.72
2.80,climb,152.22,97.78,0.143,1,-2.0,0.1,2.0,1199.9,-0.55,0.55,101,101,-1,0.0,0.0,0.9,2.0,-0.00,-0.03,0.00,0.00,0.00,0.00,-0.44,0.65,58,-1,0,-1,0.1,-0.02,0.143,0.155,42.48
2.90,climb,157.34,92.66,0.141,1,-2.1,0.1,2.1,1199.9,-0.57,0.58,101,101,-1,0.0,0.0,0.7,1.8,-0.01,-0.02,0.00,0.00,0.00,0.00,-0.45,0.67,58,-1,0,-1,0.1,-0.02,0.141,0.152,41.34
3.00,climb,161.33,88.67,0.145,1,-2.2,0.3,2.1,1199.8,-0.58,0.62,101,101,-1,0.0,0.0,0.7,1.6,-0.01,0.01,0.00,0.00,0.00,0.00,-0.45,0.70,58,-1,0,-1,-0.1,-0.02,0.145,0.153,40.34
3.10,climb,164.25,85.75,0.157,1,-2.2,0.3,2.2,1199.7,-0.58,0.62,101,101,-1,0.0,0.0,0.8,1.5,-0.01,0.03,0.00,0.00,0.00,0.00,-0.45,0.72,58,-1,0,-1,-0.1,-0.02,0.157,0.170,39.38
3.20,climb,168.08,81.92,0.153,1,-2.3,0.3,2.3,1199.7,-0.59,0.63,101,101,-1,0.0,0.0,1.0,1.3,-0.00,0.04,0.00,0.00,0.00,0.00,-0.46,0.73,58,-1,0,-1,-0.1,-0.02,0.153,0.169,38.51
3.30,climb,172.76,77.24,0.136,1,-2.4,0.5,2.3,1199.6,-0.62,0.65,101,101,-1,0.0,0.0,1.1,1.2,-0.00,0.04,0.00,0.00,0.00,0.00,-0.46,0.75,58,-1,0,-1,-0.4,-0.02,0.136,0.152,37.71
3.40,climb,177.30,72.70,0.117,1,-2.4,0.5,2.4,1199.5,-0.64,0.65,101,101,-1,0.0,0.0,1.3,1.1,-0.00,0.04,0.00,0.00,0.00,0.00,-0.48,0.76,58,-1,0,-1,-0.7,-0.01,0.117,0.134,36.92
3.50,dash,179.08,70.92,0.184,1,-2.4,0.5,2.4,1199.5,-0.64,0.65,101,101,-1,-2.0,2.0,1.3,1.0,-0.02,0.04,0.00,0.00,0.00,0.00,-0.50,0.76,58,-1,0,-1,-0.7,-0.01,0.184,0.210,36.07
3.60,dash,184.28,65.72,0.165,1,-2.6,0.7,2.5,1199.4,-0.68,0.64,101,101,-1,-4.0,4.0,1.2,0.9,-0.04,0.04,0.00,0.00,0.00,0.00,-0.52,0.76,58,-1,0,-1,-1.1,-0.01,0.165,0.196,35.09
3.70,dash,185.98,64.02,0.184,1,-2.6,0.7,2.6,1199.3,-0.71,0.63,101,101,-1,-6.0,6.0,1.0,0.9,-0.04,0.04,0.00,0.00,0.00,0.00,-0.54,0.76,58,-1,0,-1,-1.3,0.00,0.184,0.219,34.20
3.80,dash,189.31,60.69,0.130,1,-2.7,0.8,2.6,1199.3,-0.73,0.62,101,101,-1,-5.9,8.0,0.8,1.0,-0.06,0.03,0.00,0.00,0.00,0.00,-0.57,0.75,58,-1,0,-1,-1.3,0.01,0.130,0.164,33.50
3.90,dash,192.58,57.42,0.076,1,-2.7,0.8,2.7,1199.2,-0.73,0.62,101,101,-1,-5.9,10.0,0.4,1.2,-0.06,0.01,0.00,0.00,0.00,0.00,-0.59,0.75,58,-1,0,-1,-1.3,0.01,0.076,0.105,32.78
4.00,dash,197.32,52.68,0.000,1,-2.9,0.9,2.8,1199.2,-0.73,0.59,101,101,-1,-5.8,12.0,-0.1,1.5,-0.05,-0.00,0.00,0.00,0.00,0.00,-0.61,0.73,58,-1,1,-1,-1.5,0.02,0.000,0.000,32.03
4.10,dash,198.84,51.16,0.000,1,-2.9,0.9,2.9,1199.1,-0.73,0.59,101,101,-1,-5.7,14.0,-0.5,2.0,-0.05,-0.01,0.00,0.00,0.00,0.00,-0.61,0.72,58,-1,1,-0,-1.5,0.02,0.000,0.000,30.98
4.20,dash,203.23,46.77,0.000,1,-3.0,1.0,2.9,1199.0,-0.70,0.60,101,101,-1,-5.7,16.0,-0.9,2.4,-0.07,-0.01,0.00,0.00,0.00,0.00,-0.59,0.72,58,-1,1,-0,-1.3,0.02,0.000,0.000,29.81
4.30,dash,205.33,44.67,0.000,1,-3.1,1.1,3.0,1199.0,-0.68,0.61,101,101,-1,-5.6,18.0,-1.3,2.9,-0.08,-0.02,0.00,0.00,0.00,0.00,-0.57,0.72,58,-1,1,-0,-1.3,0.02,0.000,0.000,28.68
4.40,dash,207.37,42.63,0.000,1,-3.1,1.1,3.1,1198.9,-0.65,0.62,101,100,-1,-5.5,20.0,-1.8,3.5,-0.09,-0.02,0.00,0.00,0.00,0.00,-0.55,0.72,58,-1,1,-0,-1.2,0.03,0.000,0.000,27.49
4.50,dash,209.96,40.04,0.000,1,-3.2,1.2,3.1,1198.9,-0.63,0.63,101,100,-1,-5.5,22.0,-2.2,4.1,-0.10,-0.02,0.00,0.00,0.00,0.00,-0.53,0.73,58,-1,1,0,-1.2,0.03,0.000,0.000,26.25
4.60,dash,212.43,37.57,0.000,1,-3.2,1.2,3.2,1198.8,-0.63,0.63,101,100,-1,-5.4,24.0,-2.6,4.7,-0.11,-0.03,0.00,0.00,0.00,0.00,-0.50,0.73,58,-1,1,0,-1.2,0.03,0.000,0.000,24.96
4.70,dash,215.33,34.67,0.000,1,-3.3,1.3,3.3,1198.7,-0.58,0.66,100,100,-1,-5.3,26.0,-2.9,5.3,-0.12,-0.03,0.00,0.00,0.00,0.00,-0.48,0.74,58,-1,1,0,-1.1,0.03,0.000,0.000,23.62
4.80,dash,217.49,32.51,0.000,1,-3.4,1.4,3.3,1198.7,-0.56,0.67,100,99,-1,-5.3,28.0,-3.3,5.9,-0.14,-0.03,0.00,0.00,0.00,0.00,-0.46,0.75,58,-1,1,0,-1.0,0.03,0.000,0.000,22.29
4.90,dash,219.03,30.97,0.000,1,-3.4,1.4,3.4,1198.6,-0.56,0.67,100,99,-1,-5.2,29.5,-3.7,6.4,-0.15,-0.03,0.00,0.00,0.00,0.00,-0.44,0.76,58,-1,1,1,-1.0,0.03,0.000,0.000,20.98
5.00,dash,221.43,28.57,0.001,1,-3.5,1.5,3.4,1198.5,-0.52,0.70,100,99,-1,-5.2,29.5,-4.0,7.0,-0.15,-0.03,0.00,0.00,0.00,0.00,-0.41,0.77,58,-1,1,1,-0.9,0.03,0.001,0.002,19.67
5.10,dash,222.78,27.22,0.033,1,-3.5,1.5,3.5,1198.5,-0.52,0.70,100,99,-1,-5.1,29.6,-4.4,7.6,-0.15,-0.04,0.00,0.00,0.00,0.00,-0.39,0.78,58,-1,1,1,-0.9,0.03,0.033,0.065,18.38
5.20,dash,224.46,25.54,0.055,1,-3.5,1.6,3.5,1198.4,-0.49,0.71,100,99,-1,-5.1,29.6,-4.7,8.1,-0.15,-0.04,0.00,0.00,0.00,0.00,-0.37,0.79,58,-1,1,1,-0.9,0.03,0.055,0.110,17.10
5.30,dash,226.01,23.99,0.080,1,-3.6,1.8,3.6,1198.3,-0.45,0.74,99,99,-1,-5.0,29.6,-5.0,8.6,-0.15,-0.04,0.00,0.00,0.00,0.00,-0.35,0.80,58,-1,0,1,-0.8,0.03,0.080,0.155,15.83
5.40,dash,227.78,22.22,0.092,1,-3.7,1.8,3.6,1198.2,-0.43,0.76,99,99,-1,-5.0,29.6,-5.4,9.2,-0.15,-0.04,0.02,0.00,0.00,0.00,-0.33,0.80,58,-1,0,1,-0.7,0.04,0.092,0.168,14.57
5.50,dash,228.74,21.26,0.124,1,-3.7,1.9,3.7,1198.2,-0.40,0.78,99,99,-1,-4.9,29.6,-5.6,9.7,-0.14,-0.04,0.04,0.00,0.00,0.00,-0.31,0.81,58,-1,0,1,-0.6,0.04,0.124,0.197,13.36
5.60,dash,230.50,19.50,0.133,1,-3.7,2.0,3.7,1198.1,-0.36,0.81,99,99,-1,-4.9,29.6,-5.9,10.4,-0.12,-0.04,0.06,0.00,0.00,0.00,-0.28,0.83,58,-1,0,1,-0.4,0.03,0.133,0.198,12.22
5.70,dash,231.03,18.97,0.169,1,-3.7,2.0,3.7,1198.0,-0.36,0.81,99,99,-1,-4.9,29.6,-6.2,11.3,-0.09,-0.04,0.09,0.00,0.00,0.00,-0.24,0.85,58,-1,0,1,-0.4,0.03,0.169,0.220,11.18
5.80,dash,232.26,17.74,0.185,1,-3.8,2.2,3.8,1197.9,-0.25,0.92,98,99,-1,-4.9,29.6,-6.4,12.5,-0.04,-0.04,0.13,0.00,0.00,0.00,-0.19,0.89,58,-1,0,1,0.2,0.02,0.185,0.216,10.22
5.90,dash,233.15,16.85,0.250,1,-3.8,2.3,3.8,1197.8,-0.18,1.04,98,99,-1,-4.9,29.6,-6.5,14.0,0.02,-0.02,0.18,0.00,0.00,0.00,-0.12,0.95,58,-1,0,1,0.5,0.02,0.250,0.266,9.42
6.00,dash,233.78,16.22,0.250,1,-3.8,2.3,3.8,1197.7,-0.18,1.04,98,99,-1,-5.1,31.3,-6.4,15.8,0.06,0.00,0.23,0.00,0.00,0.00,-0.03,1.06,58,-1,0,1,0.5,0.01,0.250,0.276,8.77
6.10,dash,234.57,15.43,0.250,1,-3.8,2.5,3.8,1197.6,-0.04,1.51,98,99,-1,-5.6,33.3,-6.3,17.8,0.09,0.02,0.29,0.00,0.00,0.00,0.06,1.22,58,-1,0,1,1.5,-0.00,0.250,0.292,8.27
6.20,dash,235.54,14.46,0.250,1,-3.8,2.7,3.8,1197.5,0.02,1.91,98,99,-1,-5.9,35.3,-6.1,19.9,0.08,0.03,0.35,0.00,0.00,0.00,0.17,1.50,58,-1,0,1,1.8,-0.01,0.250,0.295,8.04
6.30,dash,236.11,13.89,0.250,1,-3.8,2.7,3.8,1197.3,0.02,1.91,98,99,-1,-6.2,36.2,-5.8,21.7,0.06,0.04,0.41,0.00,0.00,0.00,0.27,1.89,58,-1,0,1,1.8,-0.02,0.250,0.289,7.96
6.40,dash,236.87,13.13,0.250,1,-3.8,3.2,3.8,1197.1,0.05,2.83,98,100,-1,-6.4,37.1,-5.6,23.4,0.03,0.05,0.46,0.00,0.00,0.00,0.37,2.33,58,-1,0,1,1.8,-0.03,0.250,0.279,7.89
6.50,dash,237.61,12.39,0.250,1,-3.8,3.2,3.8,1196.8,0.05,2.83,98,100,-1,-6.7,38.0,-5.4,24.9,0.00,0.04,0.51,0.00,0.00,0.00,0.45,2.79,58,-1,0,0,1.8,-0.03,0.250,0.267,7.77
6.60,dash,238.53,11.47,0.250,1,-3.8,3.9,3.8,1196.5,-0.02,3.79,98,100,-1,-7.0,39.0,-5.3,26.2,-0.02,0.03,0.55,0.00,0.00,0.00,0.49,3.26,58,-1,0,0,1.2,-0.03,0.250,0.272,7.59
6.70,dash,239.07,10.93,0.250,1,-3.8,3.9,3.8,1196.1,-0.02,3.79,98,100,-1,-7.2,39.7,-5.4,27.4,-0.04,0.01,0.59,0.00,0.00,0.00,0.53,3.75,58,-1,0,0,1.2,-0.02,0.250,0.269,7.43
6.80,dash,240.11,9.89,0.250,1,-3.8,4.8,3.8,1195.7,-0.11,4.78,99,102,-1,-7.4,40.9,-5.7,28.7,-0.04,-0.00,0.63,0.00,0.00,0.00,0.58,4.26,58,-1,0,0,-0.2,-0.01,0.250,0.267,7.29
6.90,dash,240.62,9.38,0.250,1,-3.9,5.3,3.8,1195.2,-0.14,5.27,99,102,-1,-7.5,41.5,-6.0,30.0,-0.02,-0.02,0.68,0.00,0.00,0.00,0.63,4.74,58,-1,0,0,-0.9,0.01,0.250,0.265,7.10
7.00,dash,241.11,8.89,0.250,1,-3.9,5.3,3.9,1194.7,-0.14,5.27,99,102,-1,-7.6,42.2,-6.3,31.4,-0.00,-0.01,0.73,0.00,0.00,0.00,0.68,5.23,58,-1,0,0,-0.9,0.02,0.250,0.256,6.90
7.10,dash,241.74,8.26,0.250,1,-3.9,6.5,3.9,1194.2,-0.18,6.23,99,102,-1,-7.6,43.0,-6.6,33.0,0.01,-0.01,0.78,0.00,0.00,0.00,0.75,5.71,58,-1,0,0,-1.5,0.03,0.250,0.260,6.68
7.20,dash,242.34,7.66,0.250,1,-3.9,6.5,3.9,1193.5,-0.18,6.23,99,101,-1,-7.7,43.8,-6.9,34.5,0.02,-0.01,0.83,0.00,0.00,0.00,0.80,6.18,58,-1,0,1,-1.5,0.04,0.250,0.263,6.39
7.30,dash,242.91,7.09,0.250,1,-3.9,7.1,3.9,1192.9,-0.20,6.73,99,101,-1,-7.7,44.5,-7.2,36.1,0.03,-0.01,0.88,0.00,0.00,0.00,0.85,6.68,58,-1,0,1,-1.6,0.05,0.250,0.267,6.09
7.40,dash,243.58,6.42,0.250,1,-4.0,8.6,3.9,1192.2,-0.24,7.80,99,101,-1,-7.7,45.3,-7.4,37.6,0.03,-0.01,0.93,0.00,0.00,0.00,0.91,7.19,58,-1,0,1,-1.4,0.05,0.250,0.270,5.78
7.50,dash,243.95,6.05,0.250,1,-4.0,8.6,4.0,1191.4,-0.24,7.80,99,101,-1,-7.7,45.9,-7.7,39.1,0.03,-0.01,0.98,0.00,0.00,0.00,0.96,7.75,58,-1,0,1,-1.4,0.05,0.250,0.268,5.48
7.60,dash,244.43,5.57,0.250,1,-4.0,9.4,4.0,1190.6,-0.27,8.41,99,101,-1,-7.7,46.6,-7.8,40.5,0.02,-0.01,1.00,0.00,0.00,0.00,1.01,8.36,58,-1,0,1,-1.1,0.04,0.250,0.261,5.20
7.70,dash,244.88,5.12,0.250,1,-4.0,10.3,4.0,1189.7,-0.30,9.03,99,101,-1,-7.8,47.3,-7.9,41.7,0.01,-0.00,1.00,0.00,0.00,0.00,1.06,8.98,58,-1,0,1,-0.6,0.03,0.250,0.254,4.91
7.80,dash,245.30,4.70,0.250,1,-4.1,12.3,4.0,1188.7,-0.36,10.23,98,101,-1,-7.9,47.9,-8.1,42.9,0.01,-0.00,1.00,0.00,0.00,0.00,1.10,9.59,58,-1,0,1,0.4,0.02,0.250,0.253,4.59
7.90,dash,245.78,4.22,0.250,1,-4.1,13.3,4.1,1187.7,-0.40,10.81,98,101,-1,-8.0,48.5,-8.2,44.1,0.01,-0.00,1.00,0.00,0.00,0.00,1.12,10.17,58,-1,0,1,0.6,0.02,0.250,0.254,4.22
8.00,dash,246.03,3.97,0.250,1,-4.1,13.3,4.1,1186.7,-0.40,10.81,98,102,-1,-8.2,49.0,-8.4,45.2,0.01,-0.00,1.00,0.00,0.00,0.00,1.19,10.75,58,-1,0,1,0.6,0.01,0.250,0.257,3.85
8.10,dash,246.34,3.66,0.250,1,-4.2,14.5,4.2,1185.5,-0.44,11.39,99,102,-1,-8.3,49.4,-8.6,46.3,0.02,-0.01,1.00,0.00,0.00,0.00,1.25,11.33,58,-1,0,1,0.8,0.00,0.250,0.260,3.47
8.20,dash,246.67,3.33,0.250,1,-4.3,16.9,4.2,1184.4,-0.53,12.57,99,102,-1,-8.5,49.9,-8.8,47.4,0.03,-0.01,1.00,0.00,0.00,0.00,1.30,11.92,58,-1,0,1,0.9,0.00,0.250,0.264,3.09
8.30,dash,246.83,3.17,0.250,1,-4.3,18.2,4.3,1183.1,-0.59,13.17,99,102,-1,-8.7,50.3,-9.0,48.6,0.04,-0.01,1.00,0.00,0.00,0.00,1.33,12.51,58,-1,0,1,0.9,-0.00,0.250,0.269,2.71
8.40,dash,247.06,2.94,0.267,1,-4.4,19.5,4.3,1181.8,-0.65,13.80,99,104,-1,-8.8,50.7,-9.2,49.7,0.05,-0.01,1.00,0.00,0.00,0.00,1.46,13.10,58,-1,0,1,0.8,-0.00,0.267,0.291,2.32
8.50,dash,247.21,2.79,0.291,1,-4.5,21.0,4.4,1180.5,-0.73,14.50,99,104,-1,-9.0,51.0,-9.4,50.8,0.06,-0.00,1.00,0.00,0.00,0.00,1.57,13.72,58,-1,0,1,0.8,-0.00,0.291,0.315,1.94
8.60,dash,247.30,2.70,0.314,1,-4.5,21.0,4.5,1179.0,-0.73,14.50,99,104,-1,-9.2,51.3,-9.5,51.7,0.04,0.00,1.00,0.00,0.00,0.00,1.67,14.42,58,-1,0,1,0.8,-0.00,0.314,0.331,1.59
8.70,dash,247.42,2.58,0.334,1,-4.6,24.1,4.5,1177.5,-0.93,16.20,100,104,-1,-9.4,51.7,-9.6,52.5,0.03,0.00,1.00,0.00,0.00,0.00,1.76,15.23,58,-1,0,1,0.7,-0.01,0.334,0.347,1.31
8.80,dash,247.48,2.52,0.360,1,-4.6,24.1,4.6,1175.9,-0.93,16.20,100,107,-1,-9.6,52.0,-9.7,53.3,0.03,0.00,1.00,0.00,0.00,0.00,2.02,16.10,58,-1,0,0,0.7,-0.01,0.360,0.372,1.07
8.90,dash,247.54,2.46,0.390,1,-4.7,25.8,4.7,1174.2,-1.05,17.15,101,107,-1,-9.8,52.4,-9.7,53.8,0.00,0.01,1.00,0.00,0.00,0.00,2.27,17.03,58,-1,0,0,0.7,-0.01,0.390,0.395,0.87
9.00,dash,247.63,2.37,0.420,1,-5.0,29.5,4.8,1172.4,-1.35,19.37,102,107,-1,-10.0,52.8,-9.7,54.3,-0.01,0.01,1.00,0.00,0.00,0.00,2.52,18.08,58,-1,0,0,0.6,-0.01,0.420,0.428,0.77
9.10,dash,247.66,2.34,0.450,1,-5.0,29.5,5.0,1170.5,-1.35,19.37,102,107,-1,-10.2,53.2,-9.7,54.7,-0.01,0.01,1.00,0.00,0.00,0.00,2.78,19.21,58,-1,0,0,0.6,-0.01,0.450,0.459,0.73
9.20,dash,247.74,2.26,0.480,1,-5.3,33.7,5.1,1168.5,-1.74,22.01,103,109,-1,-10.5,53.6,-9.6,55.2,-0.01,0.02,1.00,0.00,0.00,0.00,3.23,20.41,58,-1,0,0,0.5,-0.01,0.480,0.489,0.77
9.30,dash,247.80,2.20,0.510,1,-5.5,36.0,5.3,1166.3,-1.97,23.51,104,109,-1,-10.8,54.1,-9.6,55.7,-0.00,0.02,1.00,0.00,0.00,0.00,3.70,21.76,58,-1,0,0,0.4,-0.01,0.510,0.518,0.93
9.40,dash,247.91,2.09,0.540,1,-5.5,36.0,5.5,1164.0,-1.97,23.51,105,109,-1,-11.2,54.6,-9.5,56.2,0.00,0.02,1.00,0.00,0.00,0.00,4.17,23.22,58,-1,0,-0,0.4,-0.01,0.540,0.550,1.15
9.50,dash,248.08,1.92,0.570,1,-5.9,41.1,5.7,1161.5,-2.53,26.91,106,109,-1,-11.6,55.3,-9.5,56.8,0.01,0.02,1.00,0.00,0.00,0.00,4.66,24.84,58,-1,0,-0,0.3,-0.01,0.570,0.583,1.48
9.60,dash,248.22,1.78,0.600,1,-5.9,41.1,5.9,1158.9,-2.53,26.91,107,111,-1,-12.0,56.0,-9.4,57.4,0.01,0.02,1.00,0.00,0.00,0.00,5.48,26.46,58,-1,0,-0,0.3,-0.01,0.600,0.614,1.84
9.70,dash,248.44,1.56,0.600,1,-6.5,47.0,6.2,1156.1,-3.21,30.77,108,111,-1,-12.5,56.7,-9.4,57.9,0.01,0.03,1.00,0.00,0.00,0.00,6.31,28.24,58,-1,0,-0,0.2,-0.01,0.600,0.615,2.29
9.80,dash,248.86,1.14,0.600,1,-6.5,47.0,6.5,1153.0,-3.21,30.77,109,111,-1,-13.1,57.7,-9.5,58.6,0.02,0.02,1.00,0.00,0.00,0.00,7.15,30.10,58,-1,0,-0,0.2,-0.01,0.600,0.616,2.78
9.90,dash,249.11,0.89,0.600,1,-7.3,53.6,6.9,1149.8,-3.98,34.89,110,111,-1,-13.7,58.5,-9.7,59.3,0.03,0.02,1.00,0.00,0.00,0.00,7.98,32.05,58,-1,0,-1,0.1,-0.01,0.600,0.618,3.30
10.00,dash,249.49,0.51,0.600,1,-7.7,57.3,7.3,1146.4,-4.37,36.95,112,114,-1,-14.4,59.5,-10.1,60.1,0.04,0.01,1.00,0.00,0.00,0.00,9.12,33.91,58,-1,0,-1,-0.0,-0.02,0.600,0.620,3.79
