t,phase,height,err,pwr,gps,x,z,ex,ez,vxw,vzw,hdg,rawhdg,mothdg,tp,tr,p,r,vx,vy,sched,fwdRaw,latRaw,vrtRaw,fwdH,latH,energy,fuel,sat,yerr,yrate,ydem,athr,amax
0.00,fly,68.50,9931.50,0.398,1,900.2,14.4,-880.2,285.6,0.00,0.00,164,164,-1,-3.0,3.0,0.0,0.0,-0.03,0.03,0.00,0.00,0.00,0.00,0.00,0.00,-1,-1,0,0,0.0,0.00,0.397,0.422
0.10,fly,68.50,9931.50,0.663,1,900.2,14.4,-880.2,285.6,0.00,0.00,164,164,-1,-9.0,9.0,0.0,0.0,-0.09,0.09,0.00,0.00,0.00,0.00,0.00,0.00,-1,-1,0,-0,-0.1,0.00,0.663,0.734
0.20,fly,68.50,9931.50,0.938,1,900.2,14.4,-880.2,285.6,0.00,-0.00,164,164,-1,-15.0,15.0,0.0,-0.0,-0.15,0.15,0.00,0.00,0.00,0.00,0.00,0.00,-1,-1,1,-0,-0.1,-0.00,0.883,1.000
0.30,fly,68.50,9931.50,1.000,1,900.2,14.4,-880.2,285.6,0.04,-0.08,164,164,-1,-16.3,20.2,0.0,-0.0,-0.20,0.16,0.00,0.00,0.00,0.00,-0.00,-0.01,-1,-1,1,0,-0.2,0.00,0.857,1.000
0.40,fly,68.58,9931.42,1.000,1,900.2,14.4,-880.2,285.6,0.11,-0.19,164,163,-1,-16.5,20.2,-0.2,0.3,-0.15,0.12,0.00,0.00,0.00,0.00,-0.06,-0.06,-1,-1,1,0,-0.4,0.00,0.892,1.000
0.50,fly,68.84,9931.16,1.000,1,900.2,14.3,-880.2,285.6,0.22,-0.36,164,163,-1,-16.8,20.3,-1.1,1.6,0.00,0.02,0.00,0.00,0.00,0.00,-0.15,-0.16,-1,-1,1,0,-0.9,0.01,0.991,1.000
0.60,fly,69.39,9930.61,1.000,1,900.2,14.3,-880.2,285.7,0.22,-0.36,164,163,-1,-17.2,20.3,-3.0,4.2,0.23,-0.15,0.00,0.00,0.00,0.00,-0.28,-0.31,-1,-1,1,0,-0.9,0.02,0.850,1.000
0.70,fly,70.34,9929.66,1.000,1,900.3,14.3,-880.3,285.7,0.20,-0.39,163,163,-1,-17.3,20.4,-5.9,8.0,0.44,-0.32,0.00,0.00,0.00,0.00,-0.32,-0.30,74,-1,1,0,-1.8,0.04,0.699,1.000
0.80,fly,72.41,9927.59,1.000,1,900.2,14.3,-880.3,285.7,-0.94,1.02,164,164,-1,-16.4,20.4,-8.9,11.7,0.45,-0.35,0.15,0.00,0.00,0.00,0.01,0.19,74,-1,1,-0,-1.9,0.05,0.679,1.000
0.90,fly,73.24,9926.76,1.000,1,900.2,14.3,-880.2,285.7,-0.94,1.02,164,164,-1,-14.4,20.5,-10.6,13.8,0.21,-0.19,0.24,0.00,0.00,0.00,0.71,1.19,74,-1,1,-0,-1.9,0.04,0.838,1.000
1.00,fly,75.05,9924.95,1.000,1,899.7,14.9,-880.0,285.5,-3.10,3.86,164,164,-1,-11.5,20.5,-10.1,13.0,-0.20,0.10,0.21,0.00,0.00,0.00,1.67,2.51,74,-1,1,-0,1.7,0.00,0.880,1.000
1.10,fly,77.13,9922.87,1.000,1,899.7,14.9,-879.7,285.1,-3.10,3.86,164,164,-1,-8.1,18.2,-7.3,9.6,-0.61,0.43,0.06,0.00,0.00,0.00,2.82,4.06,74,-1,1,-0,1.7,-0.04,0.585,1.000
1.20,fly,79.50,9920.50,1.000,1,899.3,15.4,-879.3,284.6,-4.11,5.30,164,163,-1,-2.1,12.2,-3.2,5.1,-0.74,0.60,0.00,0.00,0.00,0.00,3.93,5.44,74,-1,1,-0,2.0,-0.04,0.500,1.000
1.30,fly,82.79,9917.21,1.000,1,898.9,16.0,-878.9,284.0,-4.48,5.87,164,163,-1,-0.3,6.2,-0.1,2.4,-0.46,0.48,0.00,0.00,0.00,0.00,4.35,5.96,74,-1,1,-0,1.2,-0.02,0.626,1.000
1.40,fly,85.64,9914.36,1.000,1,898.1,17.0,-878.5,283.5,-3.85,4.71,163,163,-1,-0.3,0.5,0.6,3.1,0.11,0.12,0.00,0.00,0.00,0.00,4.06,5.65,74,-1,1,0,-0.4,-0.01,0.907,1.000
1.50,fly,87.92,9912.08,1.000,1,898.1,17.0,-878.1,283.0,-3.85,4.71,163,163,-1,-0.3,0.5,-1.9,7.5,0.72,-0.38,0.00,0.00,0.00,0.00,3.42,5.02,74,-1,1,0,-0.4,0.01,0.561,1.000
1.60,fly,91.24,9908.76,1.000,1,897.7,17.4,-877.7,282.6,-3.65,3.89,164,164,-1,-6.3,6.5,-7.5,14.8,1.00,-0.81,0.22,0.00,0.00,0.00,2.70,4.60,74,-1,1,-0,-2.3,0.05,0.500,1.000
1.70,fly,96.50,9903.50,1.000,1,897.3,17.8,-877.3,282.2,-4.20,3.86,164,164,-1,-9.0,12.5,-13.8,21.4,1.00,-0.89,0.49,0.00,0.00,0.00,2.52,5.12,74,-1,1,-0,-4.9,0.10,0.500,1.000
1.80,fly,98.31,9901.69,1.000,1,896.2,18.9,-876.8,281.7,-6.59,6.61,164,164,-1,-3.0,6.5,-17.9,24.8,0.69,-0.70,0.65,0.00,0.00,0.00,3.21,6.41,74,-1,1,-0,-1.2,0.08,0.500,1.000
1.90,fly,103.86,9896.14,1.000,1,895.4,19.7,-876.2,281.1,-7.89,8.60,164,164,-1,-0.3,0.6,-18.3,23.7,0.13,-0.26,0.63,0.00,0.00,0.00,4.49,8.19,74,-1,1,-0,3.4,0.02,0.844,1.000
2.00,fly,105.75,9894.25,1.000,1,895.4,19.7,-875.4,280.3,-7.89,8.60,164,163,-1,-0.3,0.6,-14.4,17.7,-0.63,0.36,0.41,0.00,0.00,0.00,6.01,10.00,74,-1,1,-0,3.4,-0.07,0.605,1.000
2.10,fly,109.58,9890.42,1.000,1,894.5,20.7,-874.5,279.3,-9.18,10.74,163,163,-1,-0.3,0.6,-6.0,7.6,-1.00,1.00,0.00,0.00,0.00,0.00,7.68,11.87,74,-1,1,0,5.3,-0.10,0.500,1.000
2.20,fly,115.28,9884.72,1.000,1,892.6,23.1,-873.6,278.1,-9.71,12.06,163,163,-1,-0.3,0.6,4.0,-3.1,-1.00,1.00,0.00,0.00,0.00,0.00,8.96,13.11,74,-1,1,0,-6.4,-0.02,0.500,1.000
2.30,fly,118.19,9881.81,1.000,1,891.7,24.2,-872.6,276.9,-8.75,10.37,163,163,-1,-0.3,0.6,12.4,-11.7,-1.00,1.00,0.23,0.00,0.00,0.00,8.75,12.78,74,-1,1,0,-12.3,0.13,0.500,1.000
2.40,fly,121.20,9878.80,1.000,1,890.9,25.1,-871.7,275.8,-7.49,7.97,163,161,-1,-0.3,0.6,17.3,-17.0,-0.94,0.90,0.45,0.00,0.00,0.00,7.33,11.41,74,-1,1,1,-14.2,0.26,0.500,1.000
2.50,fly,125.40,9874.60,1.000,1,890.9,25.1,-870.9,274.9,-7.49,7.97,163,161,-1,-0.3,0.6,17.4,-17.5,-0.29,0.23,0.47,0.00,0.00,0.00,5.35,9.54,74,-1,1,1,-14.2,0.30,0.793,1.000
2.60,fly,132.07,9867.93,1.000,1,889.7,26.0,-870.2,274.3,-4.94,2.85,162,161,-1,-0.3,0.6,12.6,-12.8,0.50,-0.53,0.26,0.00,0.00,0.00,3.27,7.57,74,-1,1,1,-16.5,0.31,0.589,1.000
2.70,fly,136.69,9863.31,1.000,1,889.3,26.2,-869.7,274.0,-4.09,1.03,162,161,-1,-6.3,6.6,3.1,-2.9,1.00,-1.00,0.00,0.00,0.00,0.00,1.19,5.58,74,-1,1,1,-23.7,0.36,0.500,1.000
2.80,fly,138.95,9861.05,1.000,1,888.9,26.3,-869.3,273.8,-4.09,1.17,161,152,-1,-12.3,12.6,-7.6,9.5,1.00,-1.00,0.07,0.00,0.00,0.00,-0.38,4.20,74,-1,1,3,-28.9,0.53,0.500,1.000
2.90,fly,144.47,9855.53,1.000,1,888.4,26.5,-868.9,273.7,-4.66,2.78,159,152,-1,-15.4,18.6,-17.0,21.7,1.00,-1.00,0.55,0.00,0.00,0.00,-0.36,4.24,74,-1,1,4,-28.2,0.66,0.500,1.000
3.00,fly,147.75,9852.25,1.000,1,888.4,26.5,-868.4,273.5,-4.66,2.78,158,152,-1,-11.2,15.9,-23.6,31.3,1.00,-0.95,0.89,0.00,0.00,0.00,0.83,5.36,74,-1,1,6,-28.2,0.44,0.500,1.000
3.10,fly,153.28,9846.72,1.000,1,887.9,27.0,-867.9,273.0,-5.45,5.29,157,152,-1,-5.2,9.9,-26.0,36.1,0.99,-0.51,1.00,0.00,0.00,0.00,2.73,7.09,74,-1,1,7,-21.4,0.31,0.500,1.000
3.20,fly,158.91,9841.09,1.000,1,886.6,28.7,-867.3,272.3,-7.10,10.73,156,149,-1,-0.4,3.9,-23.2,35.1,0.30,0.01,0.98,0.00,0.00,0.00,4.75,9.00,74,-1,1,8,-6.9,0.37,0.877,1.000
3.30,fly,161.18,9838.82,1.000,1,885.8,30.0,-866.6,271.3,-8.15,13.41,155,149,-1,-0.4,0.7,-15.7,28.4,-0.54,0.64,0.71,0.00,0.00,0.00,6.67,11.01,74,-1,1,9,-8.1,0.31,0.526,1.000
3.40,fly,165.71,9834.29,1.000,1,885.0,31.5,-865.8,270.0,-9.05,15.03,154,149,-1,-0.4,0.7,-5.4,17.0,-1.00,1.00,0.26,0.00,0.00,0.00,8.47,13.21,74,-1,1,10,-13.2,0.35,0.500,1.000
3.50,fly,170.15,9829.85,1.000,1,885.0,31.5,-865.0,268.5,-9.05,15.03,153,149,-1,-0.4,0.7,5.4,3.1,-1.00,1.00,0.00,0.00,0.00,0.00,9.35,14.85,74,-1,1,10,-13.2,0.47,0.500,1.000
3.60,fly,176.66,9823.34,1.000,1,883.0,34.3,-864.0,267.0,-9.49,12.94,151,142,-1,-0.4,0.7,15.7,-11.6,-1.00,1.00,0.31,0.00,0.00,0.00,8.49,15.54,74,-1,1,12,-19.7,0.56,0.500,1.000
3.70,fly,178.84,9821.16,1.000,1,883.0,34.3,-863.0,265.7,-9.49,12.94,149,142,-1,-0.4,0.7,24.2,-25.0,-1.00,1.00,0.76,0.00,0.00,0.00,6.28,14.77,74,-1,1,14,-19.7,0.55,0.500,1.000
3.80,fly,184.43,9815.57,1.000,1,881.3,36.1,-862.1,264.6,-8.31,6.61,147,142,-1,-0.4,0.7,29.0,-34.5,-1.00,0.95,1.00,0.00,0.00,0.00,3.50,12.93,74,-1,1,16,-15.7,0.30,0.500,1.000
3.90,fly,187.91,9812.09,1.000,1,881.3,36.1,-861.3,263.9,-8.31,6.61,146,142,-1,-0.4,0.7,28.6,-38.0,-0.93,0.32,1.00,0.00,0.00,0.00,0.77,10.58,74,-1,1,18,-15.7,0.30,0.500,1.000
4.00,fly,192.69,9807.31,1.000,1,880.5,36.6,-860.5,263.4,-7.54,3.48,145,145,-1,-0.4,0.7,22.2,-35.2,-0.12,-0.37,0.97,0.00,0.00,0.00,-1.43,8.18,74,-1,1,18,-10.8,0.38,0.803,1.000
4.10,fly,198.86,9801.14,1.000,1,879.8,36.7,-859.8,263.3,-6.66,0.59,145,145,-1,-0.4,0.7,10.9,-26.8,0.80,-1.00,0.61,0.00,0.00,0.00,-3.30,5.81,74,-1,1,18,-14.7,0.66,0.500,1.000
4.20,fly,202.56,9797.44,1.000,1,878.8,36.3,-859.2,263.4,-4.35,-3.15,145,145,-1,-6.4,6.7,-1.7,-14.1,1.00,-1.00,0.14,0.00,0.00,0.00,-4.71,3.37,74,-1,1,18,-35.7,0.90,0.500,1.000
4.30,fly,209.64,9790.36,1.000,1,878.4,36.0,-858.8,263.7,-3.52,-2.59,145,145,-1,-12.4,12.7,-13.1,1.1,1.00,-1.00,0.11,0.00,0.00,0.00,-5.07,1.78,74,-1,1,18,-36.6,0.90,0.500,1.000
4.40,fly,212.99,9787.01,1.000,1,878.4,36.0,-858.4,264.0,-3.52,-2.59,143,133,-1,-17.6,18.7,-23.3,17.5,1.00,-1.00,0.60,0.00,0.00,0.00,-4.20,1.21,74,-1,1,21,-36.6,0.68,0.500,1.000
4.50,fly,217.33,9782.67,1.000,1,877.8,36.0,-858.1,264.1,-2.83,2.12,139,133,-1,-11.6,20.9,-31.9,32.9,1.00,-1.00,1.00,0.00,0.00,0.00,-2.46,1.88,74,-1,1,24,-27.0,0.30,0.500,1.000
4.60,fly,221.63,9778.37,1.000,1,877.8,36.0,-857.8,264.0,-2.83,2.12,135,133,-1,-5.6,20.9,-37.8,44.3,1.00,-0.94,1.00,0.00,0.00,0.00,-0.49,3.51,74,-1,1,28,-27.0,0.30,0.500,1.000
4.70,fly,227.07,9772.93,1.000,1,877.2,37.2,-857.5,263.6,-2.92,8.24,132,133,-1,0.4,17.5,-38.8,49.1,0.95,-0.47,1.00,0.00,0.00,0.00,1.36,5.77,74,-1,1,32,-5.6,0.30,0.500,1.000
4.80,fly,229.26,9770.74,1.000,1,877.2,37.2,-857.2,262.8,-2.92,8.24,132,140,-1,-0.5,11.5,-33.1,47.1,0.21,0.12,1.00,0.00,0.00,0.00,3.28,8.10,74,-1,1,32,-5.6,0.30,0.866,1.000
4.90,fly,233.66,9766.34,1.000,1,876.6,39.6,-856.9,261.8,-4.00,14.05,133,140,-1,-0.5,5.5,-21.4,39.3,-0.55,0.78,1.00,0.00,0.00,0.00,5.16,10.36,74,-1,1,31,-10.5,0.31,0.500,1.000
5.00,fly,240.11,9759.89,1.000,1,876.1,41.1,-856.6,260.4,-4.94,15.93,134,140,-1,-0.5,0.9,-6.7,27.3,-1.00,1.00,0.60,0.00,0.00,0.00,6.91,12.87,74,-1,1,29,-20.6,0.70,0.500,1.000
5.10,fly,244.18,9755.82,1.000,1,876.1,41.1,-856.1,258.9,-4.94,15.93,135,140,-1,-0.5,0.9,7.4,13.8,-1.00,1.00,0.18,0.00,0.00,0.00,7.83,14.73,74,-1,1,28,-20.6,0.90,0.500,1.000
5.20,fly,246.16,9753.84,1.000,1,875.5,42.7,-855.5,257.3,-5.98,16.18,135,134,-1,-0.5,0.9,20.2,-0.5,-1.00,1.00,0.34,0.00,0.00,0.00,7.15,15.70,74,-1,1,29,-27.0,0.89,0.500,1.000
5.30,fly,250.09,9749.91,1.000,1,874.1,45.5,-854.9,255.8,-7.25,12.01,133,134,-1,-0.5,0.9,31.2,-14.6,-1.00,1.00,0.78,0.00,0.00,0.00,5.15,15.30,74,-1,1,30,-31.0,0.55,0.500,1.000
5.40,fly,255.09,9744.91,1.000,1,873.4,46.5,-854.1,254.5,-7.54,8.87,131,134,-1,-0.5,0.9,39.1,-26.3,-1.00,1.00,1.00,0.00,0.00,0.00,2.41,13.83,74,-1,1,33,-24.6,0.30,0.500,1.000
5.50,fly,259.27,9740.73,1.000,1,873.4,46.5,-853.4,253.5,-7.54,8.87,128,134,-1,-0.5,0.9,42.4,-32.4,-0.96,0.97,1.00,0.00,0.00,0.00,-0.44,11.63,74,-1,1,35,-24.6,0.30,0.500,1.000
5.60,fly,262.52,9737.48,1.000,1,872.6,47.1,-852.6,252.9,-7.71,5.73,124,124,-1,-0.5,0.9,39.8,-31.3,-0.28,0.23,1.00,0.00,0.00,0.00,-3.14,9.08,74,-1,1,39,-17.5,0.30,0.799,1.000
5.70,fly,269.29,9730.71,1.000,1,871.0,47.5,-851.8,252.5,-8.26,-0.43,122,124,-1,-0.5,0.9,31.5,-23.7,0.49,-0.59,0.90,0.00,0.00,0.00,-5.24,6.55,74,-1,1,41,-16.0,0.43,0.565,1.000
5.80,fly,273.91,9726.09,1.000,1,870.2,47.3,-851.0,252.5,-8.64,-2.86,122,124,-1,-0.5,0.9,18.4,-10.9,1.00,-1.00,0.37,0.00,0.00,0.00,-7.22,4.03,74,-1,1,41,-27.1,0.87,0.500,1.000
5.90,fly,276.13,9723.87,1.000,1,870.2,47.3,-850.2,252.7,-8.64,-2.86,122,124,-1,-0.5,0.9,4.9,3.2,1.00,-1.00,0.00,0.00,0.00,0.00,-8.82,2.22,74,-1,1,41,-27.1,0.90,0.500,1.000
6.00,fly,280.35,9719.65,1.000,1,869.3,47.0,-849.3,253.0,-8.81,-3.20,121,116,-1,-0.5,0.9,-6.8,17.1,1.00,-1.00,0.27,0.00,0.00,0.00,-9.19,1.85,74,-1,1,42,-37.7,0.90,0.500,1.000
6.05,fly,282.38,9717.62,1.000,1,868.4,46.7,-849.3,253.0,-8.70,-2.21,120,116,-1,-0.5,0.9,-11.8,23.6,1.00,-1.00,0.53,0.00,0.00,0.00,-9.23,1.66,74,-1,1,43,-41.1,0.75,0.500,1.000
6.15,fly,286.35,9713.65,1.000,1,867.6,46.6,-848.4,253.3,-8.26,-0.22,118,116,-1,-0.5,0.9,-19.9,34.9,1.00,-1.00,0.94,0.00,0.00,0.00,-8.71,2.18,74,-1,1,45,-36.9,0.42,0.500,1.000
6.25,fly,290.32,9709.68,1.000,1,866.8,46.8,-847.6,253.4,-7.49,2.36,116,116,-1,-0.5,0.9,-24.4,41.9,1.00,-0.66,1.00,0.00,0.00,0.00,-7.52,3.43,74,-1,1,48,-26.8,0.30,0.500,1.000
6.35,fly,294.35,9705.65,1.000,1,866.1,47.2,-846.8,253.2,-6.46,5.07,110,98,-1,-0.5,0.9,-23.9,43.1,0.73,-0.18,1.00,0.00,0.00,0.00,-6.19,4.83,74,-1,1,53,-15.7,0.30,0.636,1.000
6.45,fly,298.46,9701.54,1.000,1,865.6,47.9,-846.1,252.8,-5.45,7.73,107,98,-1,-0.5,0.9,-18.2,38.1,-0.13,0.34,1.00,0.00,0.00,0.00,-4.74,6.71,74,-1,1,57,-13.3,0.37,0.810,1.000
6.55,fly,302.60,9697.40,1.000,1,865.1,48.9,-845.6,252.1,-4.64,10.55,105,98,-1,-0.5,0.9,-8.8,27.4,-1.00,0.92,0.61,0.00,0.00,0.00,-3.31,8.86,74,-1,1,59,-15.9,0.69,0.500,1.000
6.65,fly,306.69,9693.31,1.000,1,864.7,50.1,-845.1,251.1,-4.24,12.61,104,98,-1,-0.5,0.9,1.1,12.8,-1.00,1.00,0.10,0.00,0.00,0.00,-2.01,11.35,74,-1,1,60,-20.3,0.90,0.500,1.000
6.75,fly,310.64,9689.36,1.000,1,864.7,50.1,-844.7,249.9,-4.24,12.61,103,99,-1,-0.5,0.9,10.0,-2.7,-1.00,1.00,0.01,0.00,0.00,0.00,-1.32,13.24,74,-1,1,61,-20.3,0.90,0.500,1.000
6.80,fly,314.53,9685.47,1.000,1,864.2,51.5,-844.2,248.5,-4.55,13.05,102,99,-1,-0.5,0.9,14.0,-10.3,-1.00,1.00,0.24,0.00,0.00,0.00,-1.76,13.70,74,-1,1,62,-21.8,0.90,0.500,1.000
6.85,fly,314.53,9685.47,1.000,1,863.7,52.7,-844.2,248.5,-5.47,12.00,101,99,-1,-0.5,0.9,17.6,-17.5,-1.00,1.00,0.47,0.00,0.00,0.00,-2.06,13.66,74,-1,1,63,-20.2,0.78,0.500,1.000
6.95,fly,318.47,9681.53,1.000,1,863.0,53.7,-843.7,247.3,-6.70,9.97,99,99,-1,-0.5,0.9,23.0,-29.5,-1.00,1.00,0.84,0.00,0.00,0.00,-3.62,12.68,74,-1,1,65,-14.0,0.48,0.500,1.000
7.05,fly,322.58,9677.42,1.000,1,862.3,54.5,-843.0,246.3,-8.04,7.44,95,92,-1,-0.5,0.9,24.8,-36.4,-1.00,0.54,1.00,0.00,0.00,0.00,-5.81,10.51,74,-1,1,69,-4.4,0.32,0.500,1.000
7.15,fly,326.88,9673.12,1.000,1,861.4,55.1,-842.3,245.5,-9.23,4.87,92,92,-1,-0.5,0.9,21.6,-37.2,-0.61,-0.00,1.00,0.00,0.00,0.00,-7.75,7.74,74,-1,1,71,4.1,0.35,0.755,1.000
7.25,fly,331.37,9668.63,1.000,1,860.4,55.4,-841.4,244.9,-10.06,2.34,91,92,-1,-0.5,0.9,13.4,-32.3,0.26,-0.63,0.80,0.00,0.00,0.00,-9.15,5.01,74,-1,1,73,3.6,0.54,0.644,1.000
7.35,fly,336.03,9663.97,1.000,1,859.4,55.4,-840.4,244.6,-10.48,-0.53,91,92,-1,-0.5,0.9,1.9,-21.7,1.00,-1.00,0.39,0.00,0.00,0.00,-10.02,2.51,74,-1,1,73,-4.3,0.73,0.500,1.000
7.45,fly,340.63,9659.37,1.000,1,858.3,55.2,-839.4,244.6,-10.22,-1.90,93,105,-1,-0.5,0.9,-9.8,-8.0,1.00,-1.00,0.08,0.00,0.00,0.00,-10.49,0.08,74,-1,1,70,-14.1,0.89,0.500,1.000
7.55,fly,345.01,9654.99,1.000,1,857.4,55.0,-838.3,244.8,-9.40,-1.93,95,105,-1,-0.5,0.9,-20.3,6.4,1.00,-1.00,0.37,0.00,0.00,0.00,-10.34,-1.05,74,-1,1,69,-18.8,0.87,0.500,1.000
7.65,fly,349.23,9650.77,1.000,1,856.5,54.9,-837.4,245.0,-8.17,-0.77,95,105,-1,-0.5,0.9,-29.4,20.4,1.00,-1.00,0.80,0.00,0.00,0.00,-9.53,-1.15,74,-1,1,69,-18.3,0.52,0.500,1.000
7.75,fly,353.39,9646.61,1.000,1,855.8,55.0,-836.5,245.1,-6.77,1.21,93,105,-1,-0.5,0.9,-36.0,31.5,1.00,-1.00,1.00,0.00,0.00,0.00,-8.20,-0.32,74,-1,1,70,-11.5,0.30,0.500,1.000
7.85,fly,357.60,9642.40,1.000,1,855.2,55.3,-835.8,245.0,-5.32,3.64,90,96,-1,-0.5,0.9,-38.4,37.0,1.00,-0.72,1.00,0.00,0.00,0.00,-6.78,1.16,74,-1,1,74,-0.9,0.30,0.500,1.000
7.95,fly,361.91,9638.09,1.000,1,854.8,55.9,-835.2,244.7,-4.02,6.14,87,96,-1,-0.5,0.9,-35.3,35.6,0.31,-0.07,1.00,0.00,0.00,0.00,-5.50,3.36,74,-1,1,77,8.6,0.30,0.849,1.000
8.05,fly,366.27,9633.73,1.000,1,854.5,56.7,-834.8,244.1,-2.92,8.61,86,96,-1,-0.5,0.9,-26.6,28.2,-0.49,0.69,0.88,0.00,0.00,0.00,-4.42,5.86,74,-1,1,77,10.8,0.45,0.531,1.000
8.15,fly,370.60,9629.40,1.000,1,854.3,57.7,-834.5,243.3,-1.98,11.20,87,96,-1,-0.5,0.9,-13.8,16.5,-1.00,1.00,0.37,0.00,0.00,0.00,-3.36,8.45,74,-1,1,76,5.8,0.58,0.500,1.000
8.25,fly,374.80,9625.20,1.000,1,854.1,59.0,-834.3,242.3,-1.74,12.59,91,112,-1,-0.5,0.9,-0.1,2.9,-1.00,1.00,0.00,0.00,0.00,0.00,-1.83,11.22,74,-1,1,73,0.2,0.68,0.500,1.000
8.35,fly,378.83,9621.17,1.000,1,853.9,60.2,-834.1,241.0,-2.15,12.22,94,112,-1,-0.5,0.9,13.6,-11.8,-1.00,1.00,0.26,0.00,0.00,0.00,-0.95,12.67,74,-1,1,70,-6.5,0.80,0.500,1.000
8.45,fly,382.78,9617.22,1.000,1,853.6,61.3,-833.9,239.8,-2.99,10.36,95,112,-1,-0.5,0.9,26.5,-26.3,-1.00,1.00,0.84,0.00,0.00,0.00,-1.18,12.35,74,-1,1,69,-11.7,0.48,0.500,1.000
8.55,fly,386.80,9613.20,1.000,1,853.2,62.1,-833.6,238.7,-4.04,7.74,93,112,-1,-0.5,0.9,37.1,-38.6,-1.00,1.00,1.00,0.00,0.00,0.00,-2.41,10.51,74,-1,1,70,-11.4,0.30,0.500,1.000
8.65,fly,390.97,9609.03,1.000,1,853.2,62.1,-833.2,237.9,-4.04,7.74,88,96,-1,-0.5,0.9,43.1,-45.6,-1.00,1.00,1.00,0.00,0.00,0.00,-4.28,7.62,74,-1,1,75,-11.4,0.30,0.500,1.000
8.70,fly,394.22,9605.78,1.000,1,852.7,62.7,-832.7,237.3,-5.14,4.91,84,96,-1,-0.5,0.9,43.7,-46.4,-0.70,0.63,1.00,0.00,0.00,0.00,-5.65,4.32,74,-1,1,80,-6.7,0.30,0.500,1.000
8.80,fly,398.71,9601.29,1.000,1,852.1,63.0,-832.1,237.0,-6.15,2.24,81,96,-1,-0.5,0.9,39.7,-42.6,-0.11,0.12,1.00,0.00,0.00,0.00,-6.43,1.22,74,-1,1,83,-1.7,0.30,0.910,1.000
8.90,fly,403.36,9596.64,1.000,1,850.7,62.8,-831.5,237.0,-8.24,-3.27,80,96,-1,-0.5,0.9,29.8,-32.4,0.72,-0.63,1.00,0.00,0.00,0.00,-7.00,-1.57,74,-1,1,83,-2.2,0.32,0.500,1.000
9.00,fly,406.93,9593.07,1.000,1,850.7,62.8,-830.7,237.2,-8.24,-3.27,84,107,-1,-0.5,0.9,16.0,-18.1,1.00,-1.00,0.45,0.00,0.00,0.00,-7.84,-4.14,74,-1,1,80,-2.2,0.80,0.500,1.000
9.10,fly,411.62,9588.38,1.000,1,849.8,62.3,-829.8,237.7,-9.01,-5.26,87,107,-1,-0.5,0.9,1.3,-2.8,1.00,-1.00,0.00,0.00,0.00,0.00,-8.75,-5.68,74,-1,1,76,-11.4,0.90,0.500,1.000
9.20,fly,416.09,9583.91,1.000,1,848.9,61.7,-828.9,238.3,-9.05,-5.75,90,107,-1,-0.5,0.9,-13.2,13.2,1.00,-1.00,0.28,0.00,0.00,0.00,-9.04,-5.78,74,-1,1,74,-23.0,0.90,0.500,1.000
9.25,fly,418.23,9581.77,1.000,1,848.0,61.2,-828.9,238.3,-8.35,-4.55,91,107,-1,-0.5,0.9,-20.0,21.4,1.00,-1.00,0.61,0.00,0.00,0.00,-9.19,-5.54,74,-1,1,72,-31.6,0.68,0.500,1.000
9.35,fly,422.38,9577.62,1.000,1,847.3,60.9,-828.0,238.8,-7.05,-2.34,88,91,-1,-0.5,0.9,-32.5,37.0,1.00,-1.00,1.00,0.00,0.00,0.00,-8.18,-4.86,74,-1,1,76,-32.5,0.30,0.500,1.000
9.45,fly,426.47,9573.53,1.000,1,847.3,60.9,-827.3,239.1,-7.05,-2.34,83,91,-1,-0.5,0.9,-42.1,49.0,1.00,-1.00,1.00,0.00,0.00,0.00,-6.69,-3.23,74,-1,1,81,-32.5,0.30,0.500,1.000
9.50,fly,430.61,9569.39,1.000,1,846.3,61.1,-826.7,239.1,-3.89,2.72,77,91,-1,2.5,3.9,-44.9,52.6,1.00,-0.91,1.00,0.00,0.00,0.00,-5.39,-0.96,74,-1,1,86,-17.1,0.30,0.500,1.000
9.60,fly,434.84,9565.16,1.000,1,846.0,61.5,-826.3,238.9,-2.26,5.04,72,91,-1,8.5,9.9,-45.4,54.4,0.73,-0.51,1.00,0.00,0.00,0.00,-4.53,1.41,74,-1,1,91,-8.6,0.30,0.504,1.000
9.70,fly,438.06,9561.94,1.000,1,846.0,61.5,-826.0,238.5,-2.26,5.04,68,78,-1,14.5,3.9,-38.6,48.9,-0.07,0.03,1.00,0.00,0.00,0.00,-3.97,3.84,74,-1,1,95,-8.6,0.30,0.961,1.000
9.80,fly,441.27,9558.73,1.000,1,845.9,62.2,-825.9,237.8,-0.68,7.34,67,78,-1,8.5,1.0,-26.3,37.5,-0.89,0.71,1.00,0.00,0.00,0.00,-3.50,6.48,74,-1,1,97,-4.8,0.30,0.500,1.000
9.90,fly,446.52,9553.48,1.000,1,846.1,64.3,-825.9,236.9,2.00,11.74,68,78,-1,2.5,1.0,-11.6,22.3,-1.00,1.00,0.49,0.00,0.00,0.00,-2.85,9.56,74,-1,1,96,-13.5,0.78,0.500,1.000
10.00,fly,451.40,9548.60,1.000,1,846.3,65.5,-826.1,235.7,1.91,12.13,70,78,-1,-0.4,1.0,3.1,6.8,-1.00,1.00,0.00,0.00,0.00,0.00,-2.21,11.70,74,-1,1,94,-24.5,0.90,0.500,1.000
