t,phase,height,err,pwr,gps,x,z,ex,ez,vxw,vzw,hdg,rawhdg,mothdg,tp,tr,p,r,vx,vy,sched,fwdRaw,latRaw,vrtRaw,fwdH,latH,energy,fuel,sat,yerr,yrate,ydem,athr,amax,vv,dockc
1.00,climb,74.89,175.11,1.000,1,198.4,400.9,-198.4,-400.9,-0.73,-0.05,190,190,-1,0.0,0.0,-0.4,1.3,0.02,-0.02,0.00,0.00,0.00,0.00,0.04,0.48,53,-1,1,-0,-0.1,0.00,1.000,1.000,18.74,0
1.10,climb,77.86,172.14,1.000,1,198.3,400.9,-198.4,-400.9,-0.97,-0.07,190,190,-1,0.0,0.0,-0.5,1.1,-0.02,-0.03,0.00,0.00,0.00,0.00,0.07,0.73,53,-1,1,-0,-0.1,0.00,1.000,1.000,22.40,0
1.20,climb,79.92,170.08,1.000,1,198.3,400.9,-198.3,-400.9,-0.97,-0.07,190,190,-1,0.0,0.0,-0.7,0.6,-0.06,-0.03,0.00,0.00,0.00,0.00,0.10,0.96,53,-1,1,0,-0.1,0.00,1.000,1.000,26.03,0
1.30,climb,83.79,166.21,1.000,1,198.0,400.9,-198.2,-400.9,-1.16,0.03,190,190,-1,0.0,0.0,-0.8,0.1,-0.08,-0.03,0.00,0.00,0.00,0.00,0.16,1.10,53,-1,1,0,-0.1,0.00,1.000,1.000,29.62,0
1.40,climb,87.29,162.71,1.000,1,198.0,400.9,-198.0,-400.9,-1.16,0.03,190,190,-1,0.0,0.0,-1.0,-0.4,-0.08,-0.04,0.00,0.00,0.00,0.00,0.23,1.14,53,-1,1,0,-0.1,0.00,1.000,1.000,33.17,0
1.50,climb,90.14,159.86,1.000,1,197.9,400.9,-197.9,-400.9,-1.09,0.15,190,190,-1,0.0,0.0,-1.2,-0.6,-0.04,-0.04,0.00,0.00,0.00,0.00,0.34,1.05,53,-1,1,0,0.2,-0.00,1.000,1.000,36.69,0
1.60,climb,95.32,154.68,0.807,1,197.7,400.9,-197.8,-400.9,-0.79,0.56,190,190,-1,0.0,0.0,-1.2,-0.4,0.02,-0.02,0.00,0.00,0.00,0.00,0.49,0.87,53,-1,0,-0,1.8,-0.02,0.807,0.823,40.16,0
1.70,climb,99.84,150.16,0.609,1,197.7,401.0,-197.7,-400.9,-0.69,0.77,190,190,-1,0.0,0.0,-1.0,0.3,0.10,0.03,0.00,0.00,0.00,0.00,0.69,0.68,53,-1,0,-0,2.1,-0.04,0.609,0.661,43.60,0
1.80,climb,103.39,146.61,0.433,1,197.7,401.0,-197.7,-401.0,-0.69,0.77,190,190,-1,0.0,0.0,-0.4,1.3,0.16,0.07,0.00,0.00,0.00,0.00,0.88,0.54,53,-1,0,-0,2.1,-0.04,0.434,0.528,46.60,0
1.90,climb,109.49,140.51,0.285,1,197.5,401.2,-197.6,-401.1,-0.83,0.78,190,190,-1,0.0,0.0,0.2,2.3,0.18,0.10,0.00,0.00,0.00,0.00,0.94,0.55,53,-1,0,-0,0.9,-0.04,0.285,0.394,48.50,0
2.00,climb,113.20,136.80,0.204,1,197.5,401.2,-197.5,-401.2,-0.83,0.78,190,191,-1,0.0,0.0,0.8,3.0,0.13,0.10,0.00,0.00,0.00,0.00,0.91,0.68,53,-1,0,-0,0.9,-0.02,0.204,0.295,49.40,0
2.10,climb,118.13,131.87,0.151,1,197.4,401.3,-197.4,-401.3,-0.98,0.67,190,191,-1,0.0,0.0,1.2,3.1,0.06,0.07,0.00,0.00,0.00,0.00,0.83,0.85,53,-1,0,-0,0.1,-0.01,0.151,0.206,49.46,0
2.20,climb,122.99,127.01,0.130,1,197.2,401.4,-197.3,-401.3,-1.19,0.45,190,191,-1,0.0,0.0,1.4,2.9,-0.01,0.04,0.00,0.00,0.00,0.00,0.75,0.99,53,-1,0,-0,-1.2,0.01,0.130,0.150,48.88,0
2.30,climb,127.77,122.23,0.122,1,197.2,401.4,-197.2,-401.4,-1.19,0.45,190,191,-1,0.0,0.0,1.3,2.3,-0.06,0.00,0.00,0.00,0.00,0.00,0.66,1.09,53,-1,0,-0,-1.2,0.02,0.122,0.149,48.03,0
2.40,climb,132.46,117.54,0.121,1,197.0,401.4,-197.1,-401.4,-1.25,0.31,190,190,-1,0.0,0.0,1.0,1.6,-0.09,-0.03,0.00,0.00,0.00,0.00,0.59,1.15,53,-1,0,-0,-1.7,0.02,0.121,0.171,47.04,0
2.50,climb,137.03,112.97,0.126,1,197.0,401.4,-197.0,-401.4,-1.25,0.31,190,190,-1,0.0,0.0,0.6,0.9,-0.08,-0.06,0.00,0.00,0.00,0.00,0.53,1.18,53,-1,0,-0,-1.7,0.03,0.126,0.181,45.96,0
2.60,climb,142.60,107.40,0.119,1,196.7,401.5,-196.8,-401.5,-1.21,0.26,190,190,-1,0.0,0.0,0.2,0.5,-0.06,-0.06,0.00,0.00,0.00,0.00,0.49,1.17,53,-1,0,-0,-1.6,0.03,0.119,0.169,44.89,0
2.70,climb,145.87,104.13,0.134,1,196.7,401.5,-196.7,-401.5,-1.21,0.26,190,190,-1,0.0,0.0,-0.3,0.2,-0.03,-0.07,0.00,0.00,0.00,0.00,0.48,1.15,53,-1,0,-0,-1.6,0.02,0.134,0.176,43.83,0
2.80,climb,150.12,99.88,0.141,1,196.6,401.5,-196.6,-401.5,-1.18,0.26,190,190,-1,0.0,0.0,-0.6,0.1,-0.01,-0.06,0.00,0.00,0.00,0.00,0.47,1.12,53,-1,0,-0,-1.4,0.02,0.141,0.170,42.76,0
2.90,climb,154.27,95.73,0.148,1,196.4,401.6,-196.5,-401.5,-1.12,0.30,190,190,-1,0.0,0.0,-0.8,0.1,-0.00,-0.04,0.00,0.00,0.00,0.00,0.47,1.08,53,-1,0,-0,-0.8,0.02,0.148,0.165,41.67,0
3.00,climb,159.30,90.70,0.142,1,196.3,401.6,-196.4,-401.6,-1.08,0.32,190,190,-1,0.0,0.0,-0.8,0.1,0.00,-0.01,0.00,0.00,0.00,0.00,0.49,1.05,53,-1,0,-0,-0.9,0.01,0.142,0.147,40.65,0
3.10,climb,162.24,87.76,0.157,1,196.3,401.6,-196.3,-401.6,-1.08,0.32,190,190,-1,0.0,0.0,-0.7,0.1,0.01,0.02,0.00,0.00,0.00,0.00,0.50,1.01,53,-1,0,-0,-0.9,0.02,0.157,0.169,39.64,0
3.20,climb,166.09,83.91,0.158,1,196.2,401.6,-196.2,-401.6,-1.06,0.34,190,189,-1,0.0,0.0,-0.4,0.2,0.01,0.04,0.00,0.00,0.00,0.00,0.52,0.99,53,-1,0,-0,-0.8,0.02,0.158,0.179,38.70,0
3.30,climb,169.85,80.15,0.153,1,196.0,401.7,-196.0,-401.7,-1.04,0.35,190,189,-1,0.0,0.0,-0.1,0.3,0.02,0.04,0.00,0.00,0.00,0.00,0.52,0.96,53,-1,0,0,-0.6,0.01,0.153,0.179,37.88,0
3.40,climb,173.53,76.47,0.148,1,195.8,401.7,-195.9,-401.7,-1.00,0.33,190,189,-1,0.0,0.0,0.2,0.4,0.02,0.05,0.00,0.00,0.00,0.00,0.52,0.94,53,-1,0,0,-0.3,0.01,0.148,0.177,37.06,0
3.50,dash,178.89,71.11,0.173,1,195.7,401.8,-195.8,-401.7,-0.98,0.31,190,189,-1,2.0,2.0,0.4,0.5,0.00,0.02,0.00,0.00,0.00,0.00,0.49,0.93,53,-1,0,0,-0.2,0.01,0.173,0.181,36.23,0
3.60,dash,180.64,69.36,0.192,1,195.7,401.8,-195.7,-401.8,-0.98,0.31,190,189,-1,4.0,4.0,0.6,0.5,-0.03,-0.02,0.00,0.00,0.00,0.00,0.47,0.91,53,-1,0,0,-0.2,0.01,0.192,0.211,35.35,0
3.70,dash,185.76,64.24,0.166,1,195.6,401.8,-195.6,-401.8,-0.94,0.25,190,189,-1,6.0,6.0,0.6,0.5,-0.05,-0.05,0.00,0.00,0.00,0.00,0.44,0.90,53,-1,0,0,-0.1,0.01,0.166,0.206,34.51,0
3.80,dash,187.43,62.57,0.160,1,195.5,401.8,-195.6,-401.8,-0.93,0.22,189,189,-1,8.0,8.0,0.7,0.6,-0.06,-0.06,0.00,0.00,0.00,0.00,0.40,0.89,53,-1,0,0,-0.0,0.01,0.160,0.210,33.76,0
3.90,dash,190.71,59.29,0.107,1,195.5,401.8,-195.5,-401.8,-0.93,0.22,189,189,-1,10.0,10.0,0.9,0.9,-0.05,-0.07,0.00,0.00,0.00,0.00,0.37,0.88,53,-1,0,0,-0.0,0.01,0.107,0.155,33.04,0
4.00,dash,195.47,54.53,0.016,1,195.3,401.9,-195.4,-401.9,-0.90,0.20,189,189,-1,12.0,12.0,1.2,1.3,-0.04,-0.05,0.00,0.00,0.00,0.00,0.35,0.87,53,-1,1,0,0.1,0.01,0.016,0.033,32.28,0
4.10,dash,197.01,52.99,0.023,1,195.2,401.9,-195.3,-401.9,-0.89,0.18,189,189,-1,14.0,14.0,1.7,1.9,-0.03,-0.05,0.00,0.00,0.00,0.00,0.34,0.86,53,-1,1,0,0.1,0.00,0.023,0.045,31.39,0
4.20,dash,200.72,49.28,0.000,1,195.2,401.9,-195.2,-401.9,-0.89,0.18,189,189,-1,16.0,16.0,2.3,2.6,-0.03,-0.06,0.00,0.00,0.00,0.00,0.32,0.85,53,-1,1,0,0.1,0.00,0.000,0.000,30.22,0
4.30,dash,202.87,47.13,0.000,1,195.1,401.9,-195.1,-401.9,-0.88,0.15,189,189,-1,18.0,17.2,2.9,3.3,-0.02,-0.06,0.00,0.00,0.00,0.00,0.29,0.85,53,-1,1,0,0.1,0.00,0.000,0.000,29.17,0
4.40,dash,206.30,43.70,0.000,1,194.9,401.9,-195.0,-401.9,-0.90,0.09,189,189,-1,20.0,17.2,3.6,4.2,-0.00,-0.06,0.00,0.00,0.00,0.00,0.26,0.86,53,-1,1,0,0.4,0.00,0.000,0.000,28.05,0
4.50,dash,208.90,41.10,0.000,1,194.8,402.0,-194.9,-401.9,-0.91,0.05,189,189,-1,22.0,17.2,4.4,5.0,0.01,-0.06,0.00,0.00,0.00,0.00,0.23,0.88,53,-1,1,0,0.4,-0.00,0.000,0.000,26.85,0
4.60,dash,210.77,39.23,0.000,1,194.7,402.0,-194.8,-402.0,-0.91,0.02,189,189,-1,24.0,17.2,5.2,5.9,0.02,-0.07,0.00,0.00,0.00,0.00,0.20,0.89,53,-1,1,0,0.5,-0.01,0.000,0.000,25.58,0
4.70,dash,213.14,36.86,0.000,1,194.6,402.0,-194.7,-402.0,-0.92,-0.01,189,189,-1,24.6,17.2,5.9,6.8,0.03,-0.07,0.00,0.00,0.00,0.00,0.17,0.90,53,-1,1,0,0.5,-0.01,0.000,0.000,24.25,0
4.80,dash,215.92,34.08,0.000,1,194.6,402.0,-194.6,-402.0,-0.92,-0.01,189,189,-1,24.6,17.2,6.7,7.7,0.03,-0.07,0.01,0.00,0.00,0.00,0.14,0.91,53,-1,1,0,0.5,-0.01,0.000,0.000,22.91,0
4.90,dash,217.99,32.01,0.000,1,194.5,401.9,-194.6,-402.0,-0.94,-0.09,189,189,-1,24.5,17.3,7.4,8.6,0.04,-0.07,0.04,0.00,0.00,0.00,0.10,0.92,53,-1,1,0,0.5,-0.01,0.000,0.000,21.59,0
5.00,dash,219.93,30.07,0.011,1,194.4,401.9,-194.5,-401.9,-0.94,-0.12,189,189,-1,24.5,17.3,8.2,9.4,0.04,-0.07,0.08,0.00,0.00,0.00,0.06,0.94,53,-1,1,0,0.5,-0.01,0.011,0.022,20.27,0
5.10,dash,222.18,27.82,0.021,1,194.3,401.9,-194.4,-401.9,-0.96,-0.15,189,189,-1,24.5,17.3,8.9,10.3,0.04,-0.07,0.11,0.00,0.00,0.00,0.03,0.95,53,-1,1,-0,0.5,-0.01,0.021,0.043,18.97,0
5.20,dash,223.02,26.98,0.066,1,194.3,401.9,-194.3,-401.9,-0.96,-0.15,189,189,-1,24.5,17.3,9.6,11.1,0.05,-0.07,0.15,0.00,0.00,0.00,-0.00,0.97,53,-1,0,-0,0.5,-0.01,0.066,0.114,17.68,0
5.30,dash,224.61,25.39,0.250,1,194.2,401.9,-194.2,-401.9,-0.97,-0.19,189,189,-1,24.5,17.3,10.3,11.9,0.05,-0.07,0.18,0.00,0.00,0.00,-0.03,0.98,53,-1,0,-0,0.5,-0.01,0.250,0.299,16.40,0
5.40,dash,226.41,23.59,0.250,1,194.0,401.9,-194.1,-401.9,-0.99,-0.26,189,189,-1,24.5,17.3,10.9,12.7,0.05,-0.07,0.22,0.00,0.00,0.00,-0.07,1.00,53,-1,0,-0,0.6,-0.01,0.250,0.300,15.13,0
5.50,dash,227.73,22.27,0.250,1,193.9,401.8,-194.0,-401.9,-1.05,-0.34,189,189,-1,24.5,17.4,11.7,13.4,0.05,-0.06,0.25,0.00,0.00,0.00,-0.11,1.02,53,-1,0,-0,0.7,-0.02,0.250,0.296,13.93,0
5.60,dash,228.65,21.35,0.250,1,193.9,401.8,-193.9,-401.8,-1.05,-0.34,189,188,-1,24.5,17.4,12.5,14.1,0.05,-0.03,0.29,0.00,0.00,0.00,-0.18,1.09,53,-1,0,-0,0.7,-0.02,0.250,0.284,12.92,0
5.70,dash,229.82,20.18,0.250,1,193.8,401.8,-193.8,-401.8,-1.17,-0.46,189,188,-1,24.5,17.4,13.6,14.7,0.04,-0.00,0.32,0.00,0.00,0.00,-0.28,1.23,53,-1,0,-0,0.8,-0.02,0.250,0.268,12.11,0
5.80,dash,230.92,19.08,0.250,1,193.5,401.6,-193.6,-401.7,-1.55,-0.91,189,188,-1,24.5,17.4,14.8,15.3,0.03,0.04,0.36,0.00,0.00,0.00,-0.44,1.41,53,-1,0,-0,0.8,-0.03,0.250,0.277,11.53,0
5.90,dash,232.26,17.74,0.250,1,193.3,401.5,-193.5,-401.6,-1.80,-1.25,189,188,-1,24.5,17.4,16.3,15.6,0.01,0.07,0.40,0.00,0.00,0.00,-0.67,1.67,53,-1,0,-0,0.4,-0.02,0.250,0.282,11.17,0
6.00,dash,233.05,16.95,0.250,1,193.3,401.5,-193.3,-401.5,-1.80,-1.25,189,189,-1,24.5,17.4,17.7,15.7,-0.01,0.08,0.43,0.00,0.00,0.00,-0.97,1.97,53,-1,0,-0,0.4,-0.02,0.250,0.288,10.95,0
6.10,dash,234.09,15.91,0.250,1,192.9,401.2,-193.1,-401.4,-2.25,-2.08,189,189,-1,26.5,19.1,18.9,15.8,-0.05,0.05,0.46,0.00,0.00,0.00,-1.31,2.26,53,-1,0,-0,-0.7,-0.00,0.250,0.289,10.75,0
6.20,dash,235.37,14.63,0.250,1,192.7,400.9,-192.9,-401.2,-2.44,-2.52,189,189,-1,28.5,20.9,19.9,15.8,-0.08,0.00,0.49,0.00,0.00,0.00,-1.71,2.54,53,-1,0,-0,-1.0,0.01,0.250,0.282,10.59,0
6.30,dash,236.37,13.63,0.250,1,192.4,400.6,-192.7,-400.9,-2.59,-2.96,189,189,-1,30.5,21.5,20.8,15.8,-0.08,-0.04,0.51,0.00,0.00,0.00,-2.12,2.79,53,-1,0,-0,-1.2,0.01,0.250,0.296,10.40,0
6.40,dash,237.36,12.64,0.250,1,192.1,400.3,-192.4,-400.6,-2.74,-3.39,189,188,-1,31.7,22.1,21.5,16.0,-0.06,-0.06,0.53,0.00,0.00,0.00,-2.53,3.01,53,-1,0,-0,-1.2,0.02,0.250,0.298,10.19,0
6.50,dash,238.56,11.44,0.250,1,191.8,399.9,-192.1,-400.3,-2.87,-3.80,189,188,-1,32.9,22.8,22.3,16.4,-0.04,-0.06,0.56,0.00,0.00,0.00,-2.94,3.23,53,-1,0,0,-1.2,0.02,0.250,0.291,10.01,0
6.60,dash,239.03,10.97,0.250,1,191.8,399.9,-191.8,-399.9,-2.87,-3.80,189,188,-1,33.4,23.1,23.2,17.0,-0.01,-0.05,0.59,0.00,0.00,0.00,-3.32,3.42,53,-1,0,0,-1.2,0.03,0.250,0.275,9.78,0
6.70,dash,240.17,9.83,0.250,1,191.2,399.1,-191.5,-399.5,-3.16,-4.61,189,188,-1,34.5,23.8,24.2,17.8,0.01,-0.04,0.63,0.00,0.00,0.00,-3.69,3.62,53,-1,0,0,-0.7,0.03,0.250,0.270,9.56,0
6.80,dash,241.05,8.95,0.250,1,190.9,398.6,-191.2,-399.1,-3.33,-5.02,189,187,-1,35.4,24.3,25.4,18.8,0.04,-0.02,0.68,0.00,0.00,0.00,-4.09,3.82,53,-1,0,0,-0.4,0.02,0.250,0.273,9.33,0
6.90,dash,241.69,8.31,0.250,1,190.9,398.6,-190.9,-398.6,-3.33,-5.02,189,187,-1,36.0,24.7,26.7,19.9,0.06,0.01,0.73,0.00,0.00,0.00,-4.47,4.03,53,-1,0,0,-0.4,0.01,0.250,0.276,9.10,0
7.00,dash,242.51,7.49,0.250,1,190.6,398.1,-190.6,-398.1,-3.52,-5.46,188,187,-1,36.8,25.3,28.1,21.0,0.06,0.03,0.78,0.00,0.00,0.00,-4.89,4.27,53,-1,0,0,0.0,0.01,0.250,0.284,8.85,0
7.10,dash,243.51,6.49,0.250,1,189.8,396.8,-190.2,-397.5,-3.96,-6.46,188,187,-1,37.8,26.0,29.6,22.0,0.05,0.03,0.83,0.00,0.00,0.00,-5.34,4.55,53,-1,0,0,0.4,0.00,0.250,0.282,8.60,0
7.20,dash,244.28,5.72,0.250,1,189.4,396.2,-189.8,-396.8,-4.19,-6.97,188,186,-1,38.6,26.5,31.0,22.9,0.03,0.02,0.88,0.00,0.00,0.00,-5.85,4.82,53,-1,0,0,0.5,-0.00,0.250,0.274,8.36,0
7.30,dash,244.84,5.16,0.250,1,189.4,396.2,-189.4,-396.2,-4.19,-6.97,188,186,-1,39.2,27.0,32.3,23.6,0.02,0.02,0.92,0.00,0.00,0.00,-6.34,5.09,53,-1,0,0,0.5,-0.00,0.250,0.265,8.05,0
7.40,dash,245.74,4.26,0.250,1,188.5,394.6,-189.0,-395.4,-4.64,-8.00,188,186,-1,40.1,27.6,33.5,24.3,0.00,0.00,0.96,0.00,0.00,0.00,-6.84,5.37,53,-1,0,0,0.5,-0.00,0.250,0.252,7.74,0
7.50,dash,246.26,3.74,0.250,1,188.5,394.6,-188.5,-394.6,-4.64,-8.00,187,186,-1,40.6,28.0,34.7,24.8,-0.01,-0.00,0.99,0.00,0.00,0.00,-7.33,5.63,53,-1,0,0,0.5,-0.00,0.250,0.253,7.39,0
7.60,dash,246.91,3.09,0.250,1,188.0,393.8,-188.0,-393.8,-4.82,-8.49,187,185,-1,41.3,28.5,35.8,25.4,-0.01,0.00,1.00,0.00,0.00,0.00,-7.82,5.86,53,-1,0,0,0.5,-0.01,0.250,0.254,7.00,0
7.70,dash,247.66,2.34,0.250,1,187.0,392.0,-187.5,-392.9,-5.16,-9.51,187,185,-1,42.0,29.1,37.0,26.0,-0.01,0.00,1.00,0.00,0.00,0.00,-8.31,6.07,53,-1,0,0,0.6,-0.01,0.250,0.254,6.61,0
7.80,dash,248.09,1.91,0.250,1,187.0,392.0,-187.0,-392.0,-5.16,-9.51,187,185,-1,42.5,29.5,38.1,26.6,-0.00,0.01,1.00,0.00,0.00,0.00,-8.81,6.29,53,-1,0,0,0.6,-0.01,0.250,0.255,6.21,0
7.90,dash,248.62,1.38,0.250,1,186.5,391.0,-186.5,-391.0,-5.32,-10.02,187,185,-1,43.0,29.9,39.2,27.2,0.00,0.02,1.00,0.00,0.00,0.00,-9.31,6.49,53,-1,0,0,0.6,-0.01,0.250,0.257,5.81,0
8.00,dash,249.10,0.90,0.250,1,185.9,389.9,-185.9,-389.9,-5.47,-10.55,187,185,-1,43.5,30.4,40.3,27.9,0.01,0.02,1.00,0.00,0.00,0.00,-9.82,6.69,53,-1,0,0,0.7,-0.01,0.250,0.262,5.41,0
8.10,dash,249.66,0.34,0.250,1,184.8,387.7,-185.4,-388.8,-5.76,-11.62,187,185,-1,44.0,30.9,41.5,28.6,0.01,0.03,1.00,0.00,0.00,0.00,-10.33,6.89,53,-1,0,0,0.8,-0.01,0.250,0.266,5.00,0
8.20,dash,249.96,0.04,0.250,1,184.8,387.7,-184.8,-387.7,-5.76,-11.62,187,185,-1,44.4,31.3,42.6,29.4,0.02,0.04,1.00,0.00,0.00,0.00,-10.87,7.09,53,-1,0,0,0.8,-0.01,0.250,0.273,4.59,0
8.30,dash,250.32,-0.32,0.250,1,184.2,386.5,-184.2,-386.5,-5.89,-12.16,187,185,-1,44.7,31.7,43.7,30.3,0.03,0.05,1.00,0.00,0.00,0.00,-11.39,7.28,53,-1,0,-0,0.8,-0.02,0.250,0.279,4.17,0
8.40,dash,250.72,-0.72,0.250,1,183.6,385.2,-183.6,-385.2,-6.04,-12.73,187,185,-1,45.1,32.1,44.8,31.1,0.02,0.04,1.00,0.00,0.00,0.00,-11.96,7.46,53,-1,0,-0,0.6,-0.01,0.250,0.277,3.76,0
8.50,dash,251.01,-1.01,0.250,1,182.4,382.5,-183.0,-383.9,-6.32,-14.01,186,185,-1,45.5,32.5,45.7,31.8,0.02,0.03,1.00,0.00,0.00,0.00,-12.59,7.65,53,-1,0,-0,0.6,-0.01,0.250,0.270,3.37,0
8.60,dash,251.20,-1.20,0.250,1,182.4,382.5,-182.4,-382.5,-6.32,-14.01,186,185,-1,45.7,32.9,46.4,32.5,0.01,0.02,1.00,0.00,0.00,0.00,-13.22,7.84,53,-1,0,-0,0.6,-0.01,0.250,0.261,2.97,0
8.70,dash,251.42,-1.42,0.250,1,181.1,379.6,-181.7,-381.1,-6.60,-15.25,186,185,-1,46.0,33.3,47.0,33.0,0.00,0.00,1.00,0.00,0.00,0.00,-13.84,8.04,53,-1,0,-0,0.4,-0.01,0.250,0.251,2.57,0
8.80,dash,251.68,-1.68,0.265,1,180.4,378.0,-181.1,-379.6,-6.72,-15.80,186,184,-1,46.3,33.7,47.5,33.5,-0.00,-0.01,1.00,0.00,0.00,0.00,-14.46,8.19,53,-1,0,-0,0.3,-0.01,0.265,0.267,2.15,0
8.90,dash,251.78,-1.78,0.286,1,179.7,376.4,-180.4,-378.0,-6.85,-16.38,186,184,-1,46.4,33.9,48.0,34.0,0.00,-0.00,1.00,0.00,0.00,0.00,-15.01,8.33,53,-1,0,-0,0.3,-0.01,0.286,0.288,1.71,0
9.00,dash,251.85,-1.85,0.309,1,179.7,376.4,-179.7,-376.4,-6.85,-16.38,186,184,-1,46.6,34.2,48.5,34.6,0.02,0.01,1.00,0.00,0.00,0.00,-15.60,8.48,53,-1,0,-0,0.3,-0.01,0.309,0.320,1.29,0
9.10,dash,251.91,-1.91,0.330,1,178.3,372.9,-179.0,-374.7,-7.23,-17.85,186,184,-1,46.7,34.5,49.2,35.4,0.03,0.03,1.00,0.00,0.00,0.00,-16.28,8.69,53,-1,0,-0,0.4,-0.01,0.330,0.351,0.97,0
9.20,dash,251.96,-1.96,0.360,1,177.6,371.1,-178.3,-372.9,-7.45,-18.68,185,182,-1,46.9,34.8,49.8,36.2,0.03,0.03,1.00,0.00,0.00,0.00,-17.11,8.86,53,-1,0,-0,0.4,-0.01,0.360,0.388,0.73,0
9.30,dash,251.98,-1.98,0.390,1,177.6,371.1,-177.6,-371.1,-7.45,-18.68,185,182,-1,47.0,35.1,50.4,37.0,0.04,0.04,1.00,0.00,0.00,0.00,-17.96,9.04,53,-1,0,-0,0.4,-0.01,0.390,0.419,0.51,0
9.40,dash,251.99,-1.99,0.420,1,176.0,367.1,-176.8,-369.2,-8.03,-20.61,185,182,-1,47.1,35.5,50.9,37.7,0.03,0.03,1.00,0.00,0.00,0.00,-18.89,9.28,53,-1,0,-0,-0.2,-0.01,0.420,0.445,0.35,0
9.50,dash,252.00,-2.00,0.450,1,176.0,367.1,-176.0,-367.1,-8.03,-20.61,184,182,-1,46.8,35.4,51.3,38.2,0.02,0.03,1.00,0.00,0.00,0.00,-19.94,9.58,53,-1,0,0,-0.2,0.00,0.450,0.470,0.27,0
9.60,dash,252.02,-2.02,0.480,1,174.3,362.7,-175.2,-365.0,-8.83,-23.04,184,180,-1,47.0,35.7,51.6,38.4,0.01,0.01,1.00,0.00,0.00,0.00,-21.18,9.82,53,-1,0,0,-1.7,0.02,0.480,0.489,0.26,0
9.70,dash,252.05,-2.05,0.510,1,174.3,362.7,-174.3,-362.7,-8.83,-23.04,183,180,-1,47.1,35.8,51.8,38.5,-0.01,0.00,1.00,0.00,0.00,0.00,-22.51,10.11,53,-1,0,0,-1.7,0.04,0.510,0.515,0.35,0
9.80,dash,252.10,-2.10,0.540,1,172.4,357.7,-173.4,-360.3,-9.82,-25.98,183,180,-1,47.1,35.7,51.9,38.5,-0.01,0.01,1.00,0.00,0.00,0.00,-23.98,10.47,53,-1,0,1,-2.5,0.06,0.540,0.547,0.55,0
